x1 x2 x3 x4 L
-897 -124 97 -439 0
-727 -695 113 -529 0
-47 0 -751 -885 0
-286 -142 293 -713 0
148 557 -135 -507 1
-743 504 -829 -305 0
-162 314 -10 -442 0
-654 510 -4 -343 0
-120 292 588 -185 1
396 -65 904 -56 1
975 -335 -168 -684 1
-2 182 -767 775 1
124 638 -140 -510 1
751 -409 -578 382 1
840 287 -451 -758 1
858 -923 300 -186 1
-523 -712 844 -561 0
427 4 -560 558 1
-914 -508 -771 -428 0
-326 -427 -50 62 0
749 -12 -312 -582 1
-43 729 206 -123 1
-762 -855 -436 -710 0
963 -859 -983 823 0
557 -774 645 665 1
605 -57 266 190 1
855 183 -140 -898 1
-238 -886 264 860 0
-579 927 -421 78 0
-979 -851 337 -14 0
-678 756 -185 56 0
-771 697 251 978 1
-72 639 169 -95 1
-389 964 -402 -739 0
673 -882 -679 -299 0
-765 -867 -766 -804 0
-353 -50 -981 -181 0
-66 -241 -347 -989 0
-145 382 -434 205 0
-413 -704 -393 -485 0
-497 725 154 991 1
-742 -719 838 413 0
-984 138 -864 -279 0
144 394 628 -410 1
464 -482 -411 -432 0
-12 795 516 339 1
638 -633 28 24 1
739 -66 158 907 1
684 -496 -290 936 1
-168 -677 147 93 0
-633 -939 -705 339 0
-792 -527 -495 307 0
227 0 -40 -711 0
305 -308 934 -312 1
-582 652 576 -54 1
-298 138 323 655 1
-962 -853 834 -518 0
766 173 940 370 1
-581 947 -357 -15 0
-108 -609 284 -484 0
-947 -607 -36 -327 0
-55 738 943 -47 1
-248 -8 869 429 1
-908 47 -888 413 0
981 -998 280 801 1
863 949 -851 488 1
-410 573 626 100 1
359 -277 170 514 1
602 -216 16 -669 1
545 -623 353 822 1
46 642 -724 -383 0
-533 348 390 103 1
441 -40 -121 935 1
357 -95 73 -254 1
162 -631 -385 -454 0
959 968 324 772 1
-382 -743 992 280 0
-861 -78 -522 899 0
962 -213 -147 903 1
793 530 -44 -406 1
500 598 931 19 1
-311 215 -116 -385 0
673 48 -932 -206 0
844 131 -434 -531 1
742 181 921 230 1
-744 -473 441 -328 0
-235 -245 -259 -803 0
950 526 129 -313 1
522 594 993 -627 1
-97 -74 365 54 1
-575 32 -935 645 0
493 288 273 -251 1
73 -628 -936 -397 0
-950 200 497 -331 0
-417 562 503 422 1
-111 -213 150 -864 0
63 -75 303 869 1
-960 153 -143 496 0
-202 449 -152 404 1
-170 867 895 863 1
638 493 317 -189 1
-557 700 -328 -159 0
-247 -233 -88 443 0
783 -613 575 -579 1
530 283 448 -430 1
507 665 -485 -477 1
411 134 534 -301 1
164 888 959 -182 1
-232 -434 78 647 0
879 -289 723 345 1
-518 805 976 54 1
365 617 -337 -69 1
-71 -98 -976 58 0
15 640 -559 -642 0
-543 -336 757 541 1
264 -56 -79 476 1
774 -962 -616 339 0
-794 97 -772 519 0
970 -972 423 -294 1
60 -353 695 195 1
-959 487 -204 -618 0
-818 844 -882 -318 0
784 439 -914 -431 1
-502 47 148 -164 0
-424 937 -802 -932 0
227 232 922 530 1
-286 447 -490 190 0
462 788 639 21 1
271 -872 -223 611 0
452 76 233 380 1
385 -313 -291 513 1
584 446 -964 412 1
787 9 -797 63 1
-779 -253 -810 -315 0
-541 834 -840 -103 0
-252 199 698 322 1
322 -636 226 -574 0
788 768 582 -1 1
487 -379 754 641 1
576 -380 -632 872 1
451 -140 -552 599 1
68 -107 -358 558 1
404 944 964 875 1
758 997 415 235 1
-773 -691 -499 342 0
437 -276 544 -30 1
-191 -70 198 -43 0
-285 277 -288 653 1
335 780 -420 -697 1
-481 -752 -688 -915 0
110 350 -981 707 1
350 376 531 -643 1
366 -639 813 780 1
163 195 -933 760 1
-75 -83 233 349 1
775 -525 -743 -327 0
448 387 127 -239 1
707 -949 -3 374 1
-534 -562 999 788 1
-693 -571 256 373 0
-868 -304 456 912 0
-510 -596 -216 77 0
-294 428 -48 -592 0
835 364 -251 727 1
39 377 -720 368 1
-640 627 341 -357 0
-597 -348 -886 324 0
866 -607 -297 -12 1
-627 710 759 495 1
933 605 709 159 1
321 -378 -600 202 0
-193 -965 898 -716 0
653 105 -963 -487 0
-535 -714 58 908 0
27 441 -829 369 0
537 -646 464 841 1
127 -192 106 -447 0
-690 -19 711 628 1
919 985 -191 830 1
420 -793 -76 305 0
-749 266 -947 494 0
727 371 101 697 1
-538 -627 -96 220 0
-954 654 -147 709 0
500 814 -730 -744 1
-566 -515 -818 202 0
-95 825 268 576 1
-320 -245 927 -78 1
693 970 -815 553 1
-362 -734 -701 -42 0
-775 985 -258 917 1
-213 245 -610 29 0
220 474 783 448 1
-512 -161 960 -208 0
239 716 402 -338 1
577 -226 -880 230 0
-437 -321 23 -464 0
55 684 682 -197 1
504 -276 112 -520 1
627 836 -132 490 1
-850 506 -73 714 0
810 -492 102 543 1
-477 727 738 -47 1
338 -450 193 -18 1
984 58 -791 -574 1
972 94 155 -64 1
915 -909 -28 703 1
-787 -207 792 -893 0
954 405 -39 904 1
-445 -323 -893 497 0
-17 834 523 -292 1
716 -545 117 -999 0
-977 -785 -656 -655 0
-675 942 104 -649 0
264 728 -502 987 1
-647 823 478 76 1
600 800 -208 94 1
355 988 854 269 1
125 863 527 561 1
-565 -190 -355 957 0
-100 -236 791 -42 1
834 17 36 -216 1
209 605 -987 803 1
-638 319 280 -592 0
-120 -333 -113 -330 0
240 -12 432 791 1
-106 118 -367 972 1
-634 -328 982 853 1
518 -5 110 -185 1
-352 539 -388 -308 0
-794 852 764 -173 1
489 -45 368 -912 1
-901 266 857 -796 0
-660 31 110 836 0
-240 -793 56 57 0
357 665 539 -577 1
-752 470 -938 636 0
-2 -717 -46 634 0
389 -770 455 945 1
360 264 138 535 1
225 -335 472 807 1
525 104 770 -491 1
636 -993 431 265 1
-704 -450 901 -451 0
649 637 476 250 1
878 980 274 329 1
-458 787 761 499 1
351 741 753 445 1
951 -260 274 -55 1
967 -691 -385 672 1
810 -20 49 -577 1
-742 512 714 233 1
-384 639 -391 27 0
-974 -563 135 -809 0
279 -631 -522 -373 0
-559 89 642 -150 0
-673 707 -419 -174 0
-576 637 683 58 1
237 -4 -912 -394 0
729 -360 -784 -635 0
839 -112 -484 -936 0
444 596 714 207 1
-532 860 797 725 1
486 46 999 -917 1
-156 -683 -833 -200 0
721 54 364 -596 1
-558 -419 -542 -656 0
227 -83 -748 -674 0
-295 460 -475 871 1
647 835 -165 -779 1
33 -434 -144 -305 0
-516 20 658 -177 0
-816 329 -724 445 0
973 853 491 832 1
406 -421 -707 667 0
492 -66 -266 -199 1
113 193 772 527 1
-978 509 -678 -431 0
691 -506 -757 253 0
82 144 -844 -44 0
-773 -185 313 -79 0
654 -542 -769 480 0
489 241 -225 971 1
309 -833 -575 812 0
313 649 -880 276 1
546 612 583 410 1
-264 -16 -691 349 0
-597 408 -599 -529 0
646 -20 -942 -4 0
700 420 708 764 1
-153 -579 -882 -592 0
709 -820 876 -110 1
-300 -609 902 47 0
-212 -931 -737 -196 0
135 673 221 305 1
-455 492 -424 -839 0
107 481 -742 552 1
150 111 853 850 1
650 49 -878 -62 0
-280 -87 -960 340 0
361 530 277 -503 1
765 -575 446 228 1
222 -633 304 313 1
-538 -803 33 -963 0
382 931 -79 808 1
107 853 402 943 1
458 -367 904 545 1
834 -575 769 -1 1
-974 399 -370 -190 0
-938 803 -33 -13 0
184 -363 -202 878 1
309 -968 -550 -594 0
199 -960 -761 -592 0
-626 11 678 -486 0
219 -455 -190 316 0
-872 -80 74 -706 0
847 -732 -363 295 1
-974 943 720 -11 1
808 -662 -59 697 1
-754 -613 594 -130 0
-929 -943 684 -632 0
496 -166 534 -940 1
-478 -437 890 752 1
280 -930 -219 -258 0
49 115 -697 -675 0
517 641 -977 971 1
-562 304 485 813 1
549 90 528 -319 1
-359 -942 -436 920 0
465 918 -474 380 1
159 -184 -927 132 0
-439 -484 -984 168 0
273 -169 936 475 1
-128 206 282 -456 0
721 350 -19 -332 1
-210 691 913 -823 1
918 796 -228 986 1
241 758 -669 -286 1
218 355 -412 492 1
673 -238 -965 459 1
-354 -490 567 307 0
-990 -312 -32 241 0
637 -665 562 -163 1
-790 984 956 56 1
61 618 -923 747 1
-166 -761 785 -832 0
257 -872 -834 -680 0
-95 854 969 539 1
157 -151 788 298 1
-187 -285 -424 653 0
318 -892 193 553 1
708 -342 471 -610 1
999 -178 -300 -577 1
-616 317 572 -865 0
581 535 931 -356 1
734 574 -108 -192 1
854 862 -24 698 1
-152 760 16 436 1
-4 -72 841 -736 1
813 -950 432 -600 0
109 -734 -840 -608 0
211 -515 -546 498 0
-894 755 786 69 1
-15 684 -532 -283 0
-838 284 584 998 1
560 -295 -385 -189 0
-795 -772 505 228 0
552 81 541 -7 1
403 759 32 57 1
-690 344 -584 -521 0
794 -510 -845 744 1
-913 858 -33 765 1
-955 684 728 -353 0
-527 -208 -807 -389 0
342 -906 -582 -780 0
-774 941 -657 -87 0
349 919 -229 -655 1
-851 -301 -354 725 0
-277 46 559 109 1
100 -338 84 -94 0
-282 4 -815 65 0
605 703 781 -117 1
482 -555 -654 -590 0
747 198 -372 168 1
665 -789 -666 545 0
-169 516 -681 468 1
187 379 -864 754 1
592 -629 -640 -827 0
-155 213 -271 324 1
-52 -474 520 165 1
-430 -98 -637 -748 0
608 -258 75 -218 1
-378 -204 -843 247 0
-906 288 -381 -550 0
-944 359 -560 976 0
-12 890 -195 706 1
126 381 -784 -739 0
934 720 250 419 1
936 695 266 -412 1
210 -45 -552 981 1
890 -424 -368 -943 0
680 919 -356 380 1
539 413 -266 275 1
74 407 194 -276 1
456 -187 -729 -771 0
-767 141 756 627 1
-817 211 531 517 1
207 -107 -327 -733 0
-361 -198 496 293 1
-609 432 -295 123 0
618 -634 -704 719 0
-423 258 307 -89 0
167 -703 997 542 1
662 274 248 500 1
848 -820 670 358 1
439 -610 -455 -617 0
210 786 918 -954 1
-361 -462 75 184 0
724 787 838 119 1
-353 -311 -193 217 0
285 637 -333 958 1
581 -337 -732 -351 0
-843 -843 -987 -401 0
816 -351 92 445 1
464 739 -658 -812 1
688 637 -896 -512 1
204 -435 890 -58 1
-327 18 -347 -519 0
-545 548 225 -570 0
-715 -732 719 72 0
-754 827 -966 82 0
724 665 -343 -829 1
776 -561 -991 -561 0
-239 21 680 -165 1
-319 -530 -185 -276 0
-912 249 -493 850 0
237 -196 772 292 1
-974 26 18 786 0
-210 582 875 -751 1
-982 58 119 219 0
-1000 691 -952 518 0
-274 -500 923 788 1
-989 -376 752 -844 0
-704 225 -230 486 0
-429 12 -222 412 0
737 -635 151 114 1
643 -747 -736 317 0
-774 4 -242 126 0
883 -248 -558 -46 1
969 -755 -725 827 1
-580 -364 354 329 0
-342 284 496 -25 1
-183 -10 -731 -565 0
424 -561 -896 5 0
739 85 -646 297 1
-290 560 629 245 1
-422 -797 70 -832 0
745 191 -489 -223 1
-637 306 -212 -47 0
-36 -382 346 76 0
-193 -149 471 396 1
671 -457 120 -804 0
12 -845 176 2 0
-177 -352 -444 -179 0
754 574 179 -774 1
67 996 775 544 1
-320 -368 517 -712 0
472 -279 740 552 1
-883 784 -669 -409 0
244 587 472 902 1
-268 -68 84 554 1
-279 177 -448 -79 0
796 930 -903 110 1
-775 -634 234 699 0
776 620 -99 -686 1
635 455 -539 -512 1
127 -586 -605 32 0
-879 50 128 -905 0
-438 253 43 -561 0
276 -201 990 -53 1
-707 -349 359 -60 0
333 -868 507 -758 0
937 -508 -463 -50 1
402 612 792 888 1
990 763 449 -640 1
107 659 -901 373 1
-510 -273 -207 236 0
-109 -572 352 62 0
494 255 -694 13 1
-345 535 924 739 1
306 99 818 996 1
-204 920 -675 -943 0
-514 -475 814 -237 0
275 341 -398 598 1
669 -150 836 390 1
-780 603 47 -95 0
459 541 -782 569 1
-871 87 504 -916 0
529 -299 519 371 1
-254 -796 311 261 0
499 978 -613 -757 1
620 418 203 -927 1
989 -859 340 640 1
-151 466 -699 -847 0
-101 -552 782 -282 0
268 806 -785 -34 1
-729 541 -178 536 0
767 -289 981 361 1
824 82 -459 951 1
-537 739 3 439 1
298 131 -898 494 1
351 780 507 726 1
555 349 -311 -808 1
-509 409 842 717 1
596 -430 998 908 1
721 682 193 798 1
-772 -829 777 -72 0
867 -785 -365 816 1
74 416 -883 619 1
-742 522 -972 62 0
272 454 -189 889 1
908 -987 325 -455 1
802 907 -145 917 1
-155 395 -506 822 1
-936 -637 223 -677 0
-362 390 152 887 1
-608 347 -477 431 0
556 -231 -290 -762 0
20 -676 194 -645 0
148 263 302 -842 1
-962 -669 844 -134 0
527 731 393 -510 1
216 30 569 -715 1
-659 38 844 -402 0
-909 219 905 -138 0
-897 -570 367 -976 0
259 -603 -584 -968 0
266 398 521 817 1
-159 381 388 -343 1
687 -709 19 -623 0
827 698 -916 -547 1
-212 798 -96 792 1
-171 -252 625 382 1
-929 481 -622 -226 0
-779 477 -68 -331 0
-897 555 583 430 1
-933 -865 592 -907 0
-788 864 -342 430 0
-850 493 582 -705 0
-432 -838 596 634 0
23 488 -91 -460 1
272 -429 -987 441 0
658 -334 -923 -47 0
149 610 530 -401 1
-787 627 517 -433 0
-492 -915 759 -514 0
-534 -397 789 -526 0
303 223 -91 -212 1
502 315 994 -581 1
-291 -195 430 -327 0
-982 -104 311 -508 0
822 197 154 173 1
810 -664 -389 804 1
864 404 -300 -901 1
-95 -969 260 73 0
343 131 839 -104 1
965 -108 846 -268 1
-194 -964 438 57 0
-901 129 -370 -618 0
-462 838 -982 -272 0
-656 486 244 -502 0
-447 299 794 -702 0
-439 274 693 473 1
-211 910 745 -497 1
-143 -922 913 -914 0
231 -246 -534 -605 0
334 -720 861 -765 0
-482 -427 -959 212 0
131 711 420 676 1
-699 -451 -662 -543 0
-800 -691 -448 928 0
280 -712 420 268 1
44 273 19 525 1
-630 -217 -209 -554 0
-946 388 367 33 0
-379 506 -520 897 1
606 15 499 699 1
-277 958 -679 -711 0
-387 377 -71 -869 0
-146 -643 146 -310 0
953 -485 -667 442 1
-153 -61 -519 54 0
961 948 -351 803 1
177 776 276 -687 1
-415 532 342 -904 0
941 -4 -797 699 1
208 -111 452 730 1
-904 -908 636 -240 0
-414 -645 -715 213 0
515 -959 -67 -297 0
181 377 -747 59 0
770 -792 -916 57 0
-357 -649 261 124 0
-32 368 -298 561 1
-143 317 738 248 1
-293 663 -297 749 1
0 -411 -904 642 0
29 -723 192 165 0
-973 -454 408 591 0
-239 68 -257 200 0
-633 331 -173 -471 0
-648 528 760 803 1
450 -290 234 -199 1
75 -564 861 -919 0
974 -734 228 -959 0
489 951 -741 -256 1
250 450 886 -354 1
856 -996 -356 -425 0
-252 472 507 366 1
511 -75 -210 -913 0
329 -206 -882 848 0
163 -102 -19 36 1
-998 -909 -284 -883 0
-879 -367 769 59 0
664 341 101 -489 1
637 -598 955 546 1
299 772 -333 -735 1
-376 446 914 -220 1
775 254 521 -898 1
-931 -658 -938 36 0
602 -941 920 -503 1
48 -638 757 500 1
-8 156 992 426 1
-187 -524 -801 -416 0
-88 622 898 -921 1
919 -724 584 493 1
623 -519 -678 584 1
754 -861 -848 -601 0
-121 689 919 925 1
-466 -690 -181 186 0
181 -860 -700 -174 0
916 300 -681 -58 1
-647 -413 -186 -650 0
134 -240 291 -34 1
887 826 321 -851 1
-286 -909 -919 510 0
849 -610 -93 -811 0
-632 485 902 683 1
-751 31 337 -344 0
862 -832 999 -810 1
218 546 -703 962 1
-576 -75 98 354 0
-329 617 19 -133 1
956 508 85 -151 1
905 -531 -77 305 1
967 206 480 786 1
391 481 931 -824 1
7 -396 -216 -760 0
-38 224 -583 659 1
-312 -602 704 345 0
-314 247 -210 5 0
-808 740 -832 784 0
535 472 -841 84 1
406 -716 148 528 1
721 107 120 130 1
-701 -497 604 522 0
-279 117 -514 562 0
753 -22 459 -148 1
327 849 65 -545 1
250 -588 -328 521 0
510 -348 624 134 1
518 -801 -543 980 1
319 325 -839 118 1
84 954 -1 474 1
181 912 191 855 1
686 -261 -947 -296 0
-974 -932 525 -957 0
455 -863 -418 949 0
-995 537 -108 622 0
-974 885 669 -600 0
946 -700 -718 -922 0
-144 -352 811 -113 1
339 99 -826 -211 0
-550 213 81 -590 0
77 -632 -548 -879 0
-82 -662 -322 -551 0
668 149 255 427 1
-141 415 -632 397 0
-523 890 -144 -175 1
484 349 -444 37 1
-504 446 -793 24 0
-887 459 732 69 1
-338 822 533 -456 1
-369 -393 69 -900 0
923 -300 -69 -981 1
634 681 -764 -741 1
724 480 -935 679 1
-127 -736 -624 -692 0
-82 -990 68 -860 0
27 302 -348 689 1
717 114 -448 -831 0
664 719 83 766 1
204 -845 576 508 1
-275 45 478 100 1
-353 155 -496 -30 0
-973 -303 -759 521 0
-656 -823 198 737 0
-508 -964 -480 417 0
-517 -615 -322 428 0
69 881 -828 -399 0
-35 -680 -897 338 0
-34 -674 -385 -246 0
-471 803 -983 -195 0
630 209 10 905 1
-287 -220 937 -362 1
828 -328 407 -101 1
-495 910 996 -883 1
263 -323 524 735 1
-762 725 541 -855 0
298 554 873 -455 1
-350 -695 545 -334 0
-868 -128 625 -886 0
-771 351 377 809 1
-236 519 511 -376 1
41 894 736 -386 1
-430 111 -49 -838 0
765 732 -358 -507 1
905 -207 350 -862 1
-469 965 871 -916 1
461 999 -818 827 1
967 735 -128 -172 1
572 649 948 -572 1
582 417 -644 111 1
-837 116 42 -410 0
767 172 -964 864 1
392 -129 -475 -381 0
512 301 -685 263 1
213 504 -712 -970 0
609 -909 -555 948 0
-176 3 -209 372 0
976 346 -212 366 1
-392 -97 464 -723 0
-404 -85 -143 199 0
445 -912 -149 -561 0
-318 549 452 -397 1
366 371 -357 465 1
-839 -203 365 90 0
62 432 -791 -411 0
481 769 561 61 1
-218 -75 -633 -97 0
338 947 948 -146 1
92 987 -720 255 1
178 274 673 -45 1
-127 268 -817 863 0
620 419 -802 -652 0
-123 -742 -833 593 0
-750 -77 -585 -69 0
164 856 -233 -337 1
669 719 -808 -197 1
407 -990 693 -681 0
840 -790 -429 -884 0
-825 981 162 171 1
765 101 -815 987 1
572 539 443 -33 1
-242 866 108 -140 1
608 32 -535 404 1
733 245 979 -280 1
-559 396 -146 -261 0
586 -133 -408 -883 0
-589 -392 327 -550 0
-989 106 -784 560 0
-872 -379 468 224 0
-913 -487 275 -651 0
-953 638 -770 260 0
10 -566 -23 -789 0
-875 753 662 -35 1
-493 -250 877 -454 0
505 -194 778 -105 1
499 -639 -3 -183 0
-492 924 -789 -181 0
-199 -147 156 459 1
753 -107 -757 -929 0
464 662 828 -437 1
-777 -939 -299 391 0
-294 -47 177 932 1
780 981 913 -619 1
925 -325 246 268 1
716 -351 73 489 1
208 -843 -797 213 0
442 272 -110 -61 1
-199 -110 534 -844 0
-466 -911 41 791 0
57 -391 12 -399 0
492 403 31 -808 1
-732 -759 351 964 0
623 574 -998 979 1
609 -74 214 330 1
690 548 -86 511 1
777 -587 -814 6 0
-66 -241 350 -934 0
660 -695 485 -752 0
715 872 823 672 1
-127 -129 695 945 1
42 -140 -167 -559 0
-654 139 -586 -595 0
-116 -157 315 661 1
206 -168 -239 -425 0
-272 -826 -392 -832 0
594 -676 437 75 1
78 -944 874 588 1
125 511 -934 -117 0
-455 -15 -77 -123 0
494 834 905 30 1
-51 629 -968 895 1
431 -835 674 929 1
-679 -168 -485 -335 0
-811 640 -284 -805 0
762 -781 73 -487 0
-224 -898 -903 -637 0
-905 -331 584 212 0
788 -635 -795 998 1
692 104 763 -912 1
-699 414 -726 336 0
-327 -480 -154 170 0
-511 -301 575 688 1
932 545 520 377 1
-745 -567 377 -438 0
-272 423 262 191 1
-674 -171 -599 928 0
-889 473 -353 -724 0
-320 96 396 152 1
-113 577 -102 56 1
-530 -620 -478 -96 0
45 655 -431 -443 1
-677 -803 -717 -782 0
420 344 -997 -43 0
451 632 -448 44 1
806 560 -165 312 1
353 350 -933 850 1
436 539 -537 248 1
446 -380 884 13 1
-246 733 -999 169 0
-810 -569 -736 353 0
-564 933 -120 -447 0
-976 -425 988 95 0
93 639 -340 859 1
473 225 -654 857 1
-832 -632 -642 -58 0
-595 356 -930 -584 0
-574 876 740 366 1
44 -891 953 952 1
-223 211 -388 155 0
-255 599 -938 -608 0
-716 267 37 495 0
863 -618 535 -373 1
-604 922 764 -891 1
-411 303 -106 -769 0
211 273 -882 -799 0
-769 918 871 -989 1
-991 854 -423 -782 0
419 -137 840 338 1
-925 -871 145 992 0
-79 -714 441 260 0
111 -212 -183 -96 0
-680 954 694 894 1
492 -835 814 -427 1
-702 328 -895 -980 0
963 415 -295 144 1
-571 -458 676 477 0
848 -851 -803 40 0
579 406 -465 192 1
445 391 968 -193 1
640 -194 451 18 1
712 -104 -863 -236 0
935 460 772 77 1
-234 -612 692 521 1
59 556 286 577 1
-73 241 -152 -36 0
-762 421 953 169 1
-889 601 -399 583 0
-658 -446 -850 859 0
171 -186 309 -242 1
348 492 -635 -74 1
708 487 -71 796 1
-67 -948 344 553 0
-343 447 -384 298 0
413 890 923 338 1
536 -369 -453 -719 0
-660 629 -551 934 1
580 -258 -740 734 1
681 -779 -555 848 1
921 -728 218 -410 1
386 -311 -976 -163 0
913 -595 544 -288 1
313 -931 632 -744 0
-189 -629 -738 -602 0
189 372 488 -691 1
53 -139 656 -878 0
-259 -869 2 98 0
321 447 -904 -584 0
180 -730 503 -134 0
854 853 381 251 1
859 -91 938 -663 1
341 314 634 -661 1
522 -548 -413 -83 0
-869 -887 -966 -789 0
-142 736 -511 486 1
-69 -284 489 -894 0
-535 248 -823 -477 0
640 -678 776 -210 1
-804 321 834 -89 1
-813 340 361 -129 0
-795 631 891 -108 1
905 539 530 -59 1
689 -693 948 -662 1
-892 -265 -81 646 0
290 933 869 549 1
857 27 164 32 1
802 -107 -226 -180 1
439 -113 323 -339 1
-731 351 325 -460 0
362 949 341 -590 1
-694 551 966 -167 1
133 715 -207 554 1
13 -449 712 837 1
-82 -461 483 68 0
-322 265 -1000 673 0
-466 861 661 943 1
-162 878 -17 857 1
975 -817 -78 -329 1
939 -43 -719 -161 1
547 -621 209 -433 0
-215 974 128 280 1
803 572 -261 229 1
-236 -736 -681 418 0
-271 769 33 -370 1
-916 -740 -557 63 0
-280 -534 774 -282 0
239 -250 -692 -645 0
-877 -440 310 27 0
-990 -712 173 961 0
-110 134 377 -342 1
-775 203 228 215 0
-436 474 881 -510 1
-522 715 -652 193 0
-215 -90 851 852 1
-987 -391 814 268 0
-43 368 -586 -94 0
-357 183 9 56 0
933 201 575 408 1
774 560 -660 -445 1
-639 -270 243 -17 0
114 481 889 370 1
449 7 183 576 1
-777 288 -567 700 0
361 -138 409 -814 1
-715 -755 232 108 0
672 655 -708 -139 1
723 -765 -892 295 0
-987 689 790 253 1
744 -182 931 -698 1
-870 185 -524 -398 0
705 281 434 480 1
-661 -589 785 635 0
174 -271 240 -636 0
876 956 269 -80 1
-458 676 844 271 1
-254 592 -780 778 1
-932 985 -931 196 0
365 -238 649 -80 1
160 784 -508 -878 0
392 402 -586 -712 0
365 987 -815 909 1
876 361 150 169 1
355 -598 913 -325 1
-174 -403 -507 -701 0
-553 378 -629 -903 0
-31 -845 983 1 1
587 595 700 -312 1
-775 -605 -763 608 0
771 518 885 -583 1
711 -858 390 -329 1
239 855 707 557 1
410 -334 252 -506 1
-991 -615 976 -165 0
-151 281 136 -714 0
570 -7 -57 968 1
-990 273 670 -483 0
-702 -802 129 702 0
-483 340 -330 -429 0
-992 215 233 -625 0
622 -869 -217 -386 0
-634 -500 886 -994 0
629 46 -990 -332 0
927 371 520 107 1
538 -629 351 484 1
-821 -725 -757 630 0
822 -874 307 807 1
-953 -465 -46 -138 0
160 677 318 -322 1
-742 -190 75 -932 0
-194 -291 595 983 1
-563 86 390 650 1
441 -912 -380 244 0
749 -747 -828 678 0
266 -628 -292 385 0
-919 743 689 -41 1
-836 420 -450 211 0
-523 566 -646 491 0
2 875 567 1 1
-132 257 867 -993 1
93 -667 982 506 1
-570 568 56 564 1
-988 117 11 98 0
2 79 -159 11 0
-695 531 43 238 0
-593 -458 -44 -564 0
805 522 823 -814 1
276 680 -214 921 1
-985 696 -922 865 0
-226 779 -121 -805 0
94 910 231 757 1
877 203 866 -814 1
-27 -141 -78 562 1
769 -420 851 -75 1
712 -652 341 724 1
935 902 -495 -909 1
448 -840 -315 -887 0
-602 -164 -655 504 0
292 708 897 339 1
450 -41 -180 421 1
-564 202 -880 -54 0
905 989 -529 -259 1
652 -10 500 206 1
-19 875 -144 -623 1
711 -401 -59 86 1
-734 -394 120 -128 0
78 -138 670 945 1
-483 -305 759 71 0
518 -589 369 -583 0
-269 936 680 -665 1
758 442 -557 93 1
96 680 -770 843 1
511 628 669 -1000 1
-277 -465 532 182 0
-244 -378 -194 -320 0
-262 617 -361 -89 0
-926 298 512 307 0
-693 -108 -574 510 0
-282 839 361 -748 1
399 193 -764 -101 0
520 141 945 -784 1
-124 -9 239 -665 0
-979 84 53 -466 0
-976 -933 673 -450 0
856 -665 -508 1 0
-858 -419 105 -302 0
-639 -421 -760 -789 0
-918 -637 -311 649 0
-615 671 -480 567 0
-364 294 -794 428 0
-854 775 187 -188 0
0 -641 695 217 1
-270 273 -592 318 0
-959 -265 208 -413 0
-504 -429 827 -669 0
-247 583 457 -247 1
394 -761 906 389 1
-715 -4 -182 -879 0
-94 -446 562 20 0
227 -303 129 479 1
-107 -628 760 243 1
-737 -561 236 -599 0
-926 -12 -290 592 0
-588 -745 680 -939 0
860 -803 -528 708 1
-690 8 952 646 1
740 -561 473 -249 1
-732 433 600 -675 0
-924 -74 -320 937 0
436 -500 -716 -989 0
-395 601 128 408 1
-892 -310 -238 -589 0
-816 20 -921 -125 0
716 -728 -654 -411 0
561 1 -81 -684 1
-33 427 -514 601 1
-893 -554 -832 -676 0
-857 -979 -725 692 0
761 -350 48 -847 1
205 543 428 891 1
239 -298 -554 -26 0
167 668 387 636 1
246 120 -129 -510 0
-403 -373 -103 -310 0
47 88 -730 -525 0
524 229 317 -436 1
378 -284 410 -886 0
-647 527 230 -87 0
324 735 51 431 1
123 -249 -423 95 0
-943 527 -157 -815 0
-769 -734 -992 -218 0
-393 818 843 -575 1
-24 65 -241 -747 0
-187 -649 -334 781 0
125 -233 -35 -411 0
-223 301 -998 -761 0
-584 604 -876 960 0
-226 -807 -691 398 0
-641 76 598 258 1
855 399 228 -174 1
453 878 0 612 1
296 347 238 -233 1
816 -867 748 -235 1
802 128 212 -655 1
50 689 246 -719 1
-419 307 216 825 1
794 481 -794 469 1
831 431 -564 221 1
-966 503 922 380 1
742 -205 -333 -808 0
365 272 -259 809 1
-160 160 -187 -219 0
556 648 429 367 1
-871 958 -250 -176 0
-413 -336 -139 439 0
685 756 -284 756 1
512 -679 -393 974 1
-350 -268 -952 898 0
-3 -211 739 523 1
-868 -514 147 -892 0
230 -563 -517 528 0
719 -1 -574 784 1
-393 579 352 787 1
-82 -449 960 -966 0
-709 -500 -4 460 0
-777 -234 723 444 0
-439 -470 461 421 0
-690 -754 -809 721 0
71 931 -253 -758 1
728 -106 -366 705 1
-343 169 789 -583 1
64 -773 -581 314 0
-141 -517 139 568 0
688 659 -991 -397 1
965 -78 549 188 1
322 788 304 -184 1
331 -12 520 -496 1
507 -841 -328 196 0
-398 160 41 647 1
-338 -587 792 518 1
-482 -793 -851 -406 0
-37 141 139 -465 0
-686 -861 78 344 0
-772 48 988 65 1
-710 -806 -864 -69 0
-356 -805 -580 602 0
-92 -169 -655 660 0
816 569 967 -568 1
-700 -176 -261 -607 0
-825 -100 355 384 0
50 -223 881 -877 1
865 436 -911 773 1
-676 -458 583 441 0
-883 629 757 492 1
-691 -240 783 -664 0
-137 446 -807 345 0
517 694 -191 -835 1
